text,source_party,source_name,topic,bias_estimate,model_uncertainity,sentence_id,article_id
"After several delays sparked by protests from neighboring residents and environmental concerns, Pritzker’s office said on Tuesday that construction would not move forward after Chicago Mayor Brandon Johnson cleared the proposal to help shelter immigrants living at police stations and the airport.",Lean Right,washington-examiner,Economics,0,0,ffe52491-856d-43bf-ad33-260f0dfc4696,5c3fd0dd-f3c3-43aa-a740-a331c0d09dfe
Hamas never asked the political beliefs or level of observance of the young women raped and slaughtered on October 7.,Right,newsmax,Geopolitics,1,0,3068d977-3aa5-4617-8579-c888f62e8dff,1a406638-c511-42cb-89c1-65850442678c
"In the immediate aftermath, Dr. Blotcky agrees that the Trump supporters will still take to the streets and that there will be violence, but that Biden will have the capacity to calm the nation much more so than Trump.",Left,alternet,Politics,0,0,470133be-4481-4b51-b617-4d4c4d99983e,d4d01bb1-d40f-4cf4-8491-16966da9fd8a
"They were all working for the secret police, something the reporters would surely have known.",Center,christian-science-monitor,Geopolitics,1,0,88a0de0d-2571-41c3-b364-16667541b8c1,b910b0dc-2e9c-4b58-9883-cb11f451ec4a
"They also asked for allowing the workers to unionize in the expansion, subcontracts and hiring more Black employees.",Center,detroit-news,Conversational,0,0,8ba80096-0047-4500-889d-b8e4691ee977,999ce967-9923-4a99-8878-cfd4a35708e9
Satire depends on some palpable distance between common reality and the thing satirized.,Right,american-greatness,Literature,1,0,278ab40a-755b-4cff-ad8f-64693e7b270e,84ec78d3-ccaf-46a1-a5a3-e8bb1a2d8ce0
"Enter some basic information below, and we’ll instantly provide a free estimate of your energy savings.",Center,cnet,Environment,0,0,1db64eba-d8ab-416c-b0ff-cd0cf9c85b1e,aee0c96f-ace1-4c9f-8f2b-9d008b16556c
"For poor believers in the country, the promise of instant wealth and miraculous breakthrough holds significant appeal.",Lean Right,christianity-today,Conversational,1,0,1f4255b5-5508-45e8-bb30-418cddf0238d,e92fba2a-10f9-4d7b-961c-f35296bf81c3
"Unfortunately, FX has not announced any release dates for Season Three just yet.",Left,esquire,Entertainment,0,1,77a35ef4-911f-4809-b49d-ff83f9e23ce8,c2a244ba-c255-4bf5-bed4-a787370b4a7e
Jaedyn Shaw scored the winning goal in the 79th minute to give the United States a 2-1 comeback victory over China on Tuesday night in the Americans’ final match of the year.,Lean Left,the-guardian,Conversational,0,0,b12fd552-f19d-4207-ae84-1ca691f8be23,18b4ee46-08b1-40a2-9019-a64635690fef
"Religious Liberty in a Polarized Age is a must-read for all who find themselves engaging in the public square, and it gives valuable insight into the current legal and ideological landscape.",Lean Right,christianity-today,Religion,0,0,2e5ba24e-fcbb-4a18-a7d6-98087371575a,0896b35f-aebb-4962-b688-aebb61681597
And that there’s a reason why society looks like it does.,Left,mother-jones,Politics,0,0,e54eece4-bff4-4680-b04e-a4fc5a320271,b1ffe182-0ca5-482c-bf03-1a2c867213e2
"There just aren’t as many people putting their change-or the occasional gold coin, diamond ring, or lottery ticket-into those Christmas kettles.",Lean Right,christianity-today,Finance,0,0,27b37bc4-dbff-4d48-b493-441f25665310,5da37520-7ad2-4b37-871f-181da014e52c
"While the full details behind the firing of CEO Sam Altman are still not known, the turbulent events highlight wider societal questions over who will control this powerful transformative technology.",Center,christian-science-monitor,Technology,1,1,ffe11c50-d5e2-4073-a467-367d84ac2ea5,3ed90ede-2057-462a-a84f-2f7ec172bca0
Investment funds held in 401(k) plans are generally less costly than their IRA counterparts.,Center,cnbc,Finance,0,0,c9c278fa-a01f-49b9-bf7e-9aa33c91f65d,f183a193-d91d-4b8f-acd0-851e631d4488
It’s easy enough to point to Donald Trump as the catalyst for such a drastic social upheaval.,Left,daily-kos,Conversational,1,0,9e77801a-42c9-40e0-a083-4edd32faaeaf,f84b4331-7fd4-4b35-b49d-b11c8d70df86
"How in the hell do you drill two or three miles laterally, when you're already two or three miles under the Earth?",Center,cnbc,Finance,1,0,bf0c2839-dcc3-4b99-9caf-3db04bb0f2b2,be79a248-9cf6-4d09-9688-2a369f6e65d9
"So when I say that 2024 does not call for a Reagan clone, I say so with love and respect.",Right,townhall,Conversational,1,0,d8f232a0-df75-42e4-be56-ced13ecb2100,45a925f6-c1d0-42b2-86fd-3cb717fe8a00
This is part of the story of how American capitalism has become rigged in favor of those at the top.,Left,alternet,Economics,1,0,6a12bf32-553b-40df-af7b-e1bca3d91e30,cae83b90-07eb-43ff-b2be-1c7ef3a8089a
"The choir, which puts on free concerts in south Wales raising money for local charities, said it had banked with Barclays for 40 years, without any previous problems.",Lean Left,the-guardian,Finance,0,0,de0c9ffc-b1d0-4660-9357-eb3e5145ec8c,e1270244-69b0-4422-b34d-e8466b586b5d
Will the great body of Americans even recognize these accusations as persecution and the first stage of shutting down opposition to Trump across the country?,Left,alternet,Politics,1,0,78086d2c-6954-43cd-87ac-8d0023732c7d,055d0614-9495-4732-90b0-3cf60c90a213
"This generous PA online casino bonus can only be claimed on your first deposit, so don't miss out.",Right,newsmax,Gaming,1,0,a1dd03c6-6f4f-43b8-b26e-42653b5412c8,fa296f44-4947-49ad-b7d9-9fbba47af0be
"Question number two, What free resource, like an app or a website, has helped you lately that you would recommend for small church ministry?",Lean Right,christianity-today,Religion,0,0,fb4a97a6-9635-4f0d-a375-007c073ad56c,f854d056-238e-4165-a137-0852b8c9d77b
"But those job gains began to erode - beginning in March 2019, a year before the pandemic - and took a deep dive as the virus crisis forced a wave of plant closings.",Left,alternet,Conversational,0,0,7f690794-f658-4c6d-80d9-4c6b875af4db,0522e9a0-8b0c-4865-9931-5fb66a19a39e
"He knows, like everyone else in the world with moral clarity, that Iran’s hegemonic goals do not stop with the eradication of the Jews.",Lean Right,hotair,Conversational,1,0,d36adcd7-db83-4de1-9c37-56586ec639d0,9303ce7c-1796-451d-984a-ad8f18df2e68
"Eastern Europe today is made up of many young states of inchoate nationalisms, whose peoples once belonged to long-extinct empires.",Lean Right,washington-times,Conversational,1,0,7a04b8de-b67d-4e5b-b088-e810a38897ac,69065621-67a8-486f-9e50-98d2e086edc5
Friendaholic: Confessions of a Friendship Addict by Elizabeth Day The host of blockbuster podcast How to Fail explores the joys and pitfalls of friendship - including the stresses of trying to maintain as many as possible.,Lean Left,the-guardian,Literature,0,1,90729d05-e0e5-44db-b502-fe2728f867a2,56852912-ab3b-4d1b-817b-6009e6cecf72
Articles like the one Phillips wrote do little to restore that trust.,Right,wnd,Politics,0,0,3be2c8d4-45ea-405b-a5db-96f35e7e365c,7891dfdf-58c7-4594-b2e2-25456c6d8aef
"Back then, the paper could call the sheriff's bluff and pay for it.",Lean Right,reason,Conversational,0,1,c9e23ca5-dd88-47d1-a69b-46daec252388,8894eaf6-7458-4953-bdbc-bfc5964df2f4
"Northern Arizona ranchers and some elected officials speaking at the Flagstaff public meeting said the monument will harm their natural resources-based economies, and restrict both public and private land uses.",Left,alternet,Indigenous,0,0,3f6aa187-419e-42d4-a4d7-b941b20eb694,63e37597-dc2b-4144-ab30-65290bf27bee
"When you are playing in the NFL, it may seem like all of your dreams have come true, but what is really important?",Lean Right,the-christian-post,Sports,1,1,f2b510fb-8b71-4e19-9984-d67a436f795d,ad644b8a-58ba-4802-afa4-3b2ffaa0dc4e
Williams stated in interviews that this was deliberately meant to reinforce the message of the film.,Right,the-federalist,Conversational,0,0,0dfc0a4e-6b39-4ae0-8dd7-36b182a49020,9a5bf7a6-3793-48f9-ac1d-79da916a88e7
"Publishers, for example, are no longer rushing toward the endless scale demanded and enabled online.",Lean Left,time-magazine,Conversational,0,1,84a10c7d-8b4a-42d2-bdc9-c8cece9c71ac,8fcb74cc-1f41-411b-a3b7-f795eda04448
"He has pleaded not guilty to all charges and while he has hinted at running for re-election, turning up the heat after the HCDO endorsed Tammy Murphy, the wife of Gov.",Left,daily-kos,Politics,0,0,1e623427-e55d-4f44-b425-94be3e429367,13498ab7-9af3-4820-b40a-d500eef12c54
Bureaucrats in Washington state are banning gas furnaces in new homes and businesses.,Lean Right,washington-examiner,Automotive,0,0,4e9582e0-ab66-42a9-990a-239622942291,af8c134f-4b3f-4793-8cfa-5c78fc41ddf6
"In the end, Saudi Arabia may have only one option - launch a supply war by flooding the market with oil.",Center,cnbc,Finance,1,0,74e17a9d-814c-46a5-81d4-afc9983e6e21,6a68ec60-98bc-458b-ac7c-fd5f2799f89f
"He was being dumped, and he wanted everyone else to know it too.",Lean Left,vanity-fair,Politics,1,0,71733e34-123b-45f2-bd66-ec6a18d68545,424c2cf6-c8fc-4589-a1ac-6ada88fa5fd9
"As highlighted in the chart below, NFLX is showing a very aggressive downward price movement.",Center,cnbc,Finance,1,0,202ad73f-ffcd-424e-b7fa-243840a380ad,f5c700f5-2a2f-4eed-b0a7-e02084834a0a
"That's the best feeling to know that you are right standing with God, to know that you can have a right relationship with the Lord, and that you can love Him so much, that you be faithful to Him.",Right,cbn,Conversational,0,0,42cfc568-c787-4ad1-9266-92a540b7eb32,09e7ca1a-d5c9-4723-918a-d83b029a3cf6
"Trump got the liberal media’s attention when he said he’s not going to be a dictator, other than on his first day.",Right,townhall,Politics,1,0,a07cd5df-1b40-49db-9682-0610f4f81f8c,af041894-e90c-4cf4-8eda-70f725dbcb15
Dr. Kristen Lyerly: I have the joy of working in rural Minnesota and Northern Arizona on the Navajo Reservation.,Right,newsbusters,Politics,0,0,5c6c299b-603b-4910-a732-f4902cdfb4b7,2e42ed46-8467-421e-b1d7-90b75781c814
Instead it humiliates itself by taking umbrage over a cup of tea.,Lean Left,the-guardian,Archaeology,1,0,f50a0c93-9867-4a1c-8a61-a69a82a583f2,fe5c7ef6-bb2b-47a4-9feb-22b938a24cf7
"This decline is a choice, and next year, America will decide her future.",Right,townhall,Finance,1,1,09156573-b00b-450d-a9c4-46fb0bb699be,c802b61a-bdb2-4e88-9961-f7e27eb0a9d1
That can make it even trickier to know what you're down with.,Center,cnet,Healthcare,0,1,8c1fe3b4-9698-47ff-a372-a7e89d907cdc,a2567ee3-477a-45b9-b7e2-8ccb5912cf21
"If I was staying several years, we would very aggressively be pushing our wealth management in this region.",Center,cnbc,Finance,1,1,7c6f747a-13ae-4f1e-bc42-78127586492f,a4c21543-d512-43d6-8025-82948da06fa2
"Photograph: Joseph Prezioso/AFP/Getty Images We often think about wildlife on land because it’s more visible, but many scientists are even more worried about what is happening in our oceans.",Lean Left,the-guardian,Environment,0,0,2180621e-7afd-4d21-a5e0-f24505c5c948,78cad149-6866-4e86-bfeb-d0a872c5e34f
"We go again tomorrow: Johnson is back tomorrow morning from 10 a.m. After today focused almost entirely on the lead up to lockdown I, expect the former PM to go under the grill about the U.K.’s slow journey into lockdown II.",Lean Left,politico,Diplomacy,1,0,6b4bb182-4d1e-4872-bcfe-c77696d2b4ab,9a7c15a9-af5f-4ac4-8b78-d32f9f0a754c
"Christie said Ramaswamy, Haley and DeSantis treated Trump like the Harry Potter villain Voldemort, whose name was forbidden from being spoken.",Lean Left,politico,Politics,1,1,e038b1d8-633e-4e22-9e48-81c58cdd6cb1,1f5b3812-cefa-41b8-bf7d-43bec47697e0
"Photo Gallery 1/1 Show expert take Show less Show less $140 at Amazon Pros Ring dropped the price of its Stick Up Cam Battery to just $100 It has a simple app packed full of useful security features Cons You have to pay for cloud video storage, starting at $3 per month The Stick Up Cam Battery doesn't work with Google Assistant or Siri Setup Moveable, outdoor/indoor Resolution 1080p Storage Cloud storage Google/Alexa Compatibility Amazon Alexa Field of View 115 degrees Full Review Read full review $140 at Amazon Best camera and solar panel bundle Ring Stick Up Cam Solar Ring sells a solid spotlight cam that is compatible with a separately sold solar panel, but if you want the best deal from the developer, you can get a Stick Up Cam with a solar panel together for $140.",Center,cnet,Gadgets,0,0,27269d5b-c69f-492b-87c3-b1c502c33d6c,a774bb72-ed6e-4ee9-bdad-0184ce5c9e1c
AWS said it ensured that some languages were not overrepresented in the training data to ensure that lesser-used languages could be as accurate as more frequently spoken ones.,Lean Left,the-verge,Technology,0,0,9ca3525f-c0b3-4ba0-992c-64922e09803e,c2c67f8b-f764-4741-8c0f-861df0e62e33
*** ‘He was capable of producing some strikingly creative ... rulings’ David Pozen is a professor of Law at Columbia Law School.,Left,alternet,Politics,0,1,e22aa7c8-b8f3-4000-a411-320c60ac1d1e,a01fb390-61a3-471e-8f19-cbb250abfcdc
There was no reason at all for Deputy Jacquot to become involved with J.D.,Lean Right,reason,Politics,0,0,1bccb59b-1ea1-4644-bfb1-cc46ac3390a3,39f60e12-9af8-4549-87b8-74588fc59a32
He reportedly won first place as a woman at the Sky Express Winter Criterium and did not place against men.,Right,townhall,Conversational,0,0,ecc94db2-4753-46b4-8cde-102aabb21741,2e67e528-3425-4277-9073-3819f072eb6d
But I do know it’s a much larger and more durable matter than the level of public trust in Donald Trump.,Left,alternet,Religion,1,1,5819fd9c-3817-4a7e-a7ea-33491ce809d2,1fd6fc0c-1258-4b21-a499-e06849f56899
"I think we as pastors really need to set those boundaries, first of all for ourselves and for our families, that when we are on vacation, we are, and then honor that for others as well, that we're not expecting that.",Lean Right,christianity-today,Religion,0,0,8251b10d-1964-4621-a01b-bc8a881e2f4d,1b2aeccb-8035-4ee4-9160-c3cd1353fe66
"Yes, it is, Lord replied confidently, to which Kissinger said: Good, now I will read it.",Lean Right,new-york-post,Conversational,0,1,5204872c-0209-4cf7-b286-f3ca8e97546b,5d51fe3e-f161-4686-8636-7892febef0e0
"But recycled polyester made from discarded plastic polymer products is now being considered as a greener option, as it takes less than half the energy to produce and helps keep plastic products, like drinking bottles, out of landfills.",Left,alternet,Entertainment,0,0,18eda087-14f3-4d1f-8aff-a7097449a0bb,2949a203-181c-4681-9f4b-c293691b4ddd
The giving of our tithe Another way we show our thanksgiving to God is through giving our tithes.,Lean Right,the-christian-post,Family,0,0,9b526152-c1ea-414d-84cb-3fe27b4e90d8,20f0bc98-075c-4ba3-8fa5-0ef6f87b9c70
"The unit reportedly consists of five pumps capable of drawing thousands of cubic meters of water per hour from the Mediterranean Sea, potentially allowing Israel to flood the underground maze within a few weeks.",Lean Right,rt,Geopolitics,0,0,07e23376-31da-4dc6-8f0d-60244d27200b,b04a7ceb-3f6d-473d-915a-ceb90566819b
They despise Donald Trump but are undeniably uninspired by President Joe Biden.,Left,daily-kos,Politics,1,0,631f374d-87cd-485c-8e67-739fdcb744c4,e13d5693-0de6-4ea5-ba94-ac9729d1ad0a
But Lenovo's massive kitchen-sink handheld is a classic example of how much work the Windows side of handheld gaming still needs.,Center,cnet,Gadgets,1,1,3cd80bd6-3c00-4076-ac4b-c442633c47c5,40a6a483-fe87-4653-b414-1db6fb81f058
The event of this past week that drew a great deal of attention was Fox’s Sean Hannity hosting a debate between the Florida GOP Governor Ron DeSantis and California’s Democrat Governor Gavin Newsom.,Right,newsbusters,Politics,0,0,c6269e8a-e735-4351-bb7a-7ad4aff0f8d6,bf61a0e1-c7a5-4033-a3fc-3a51eaa30a82
"The Piston Group argues that it satisfies the criteria has a minority business enterprise because Johnson, who is Black, owns, controls and manages the company.",Center,detroit-news,Finance,0,0,46bf4d2c-42fe-4be2-a9c6-72afb4082925,0fc65d00-bfe5-40b2-abd9-9b947dbc9b46
"Lovingly, it fits our laptop, making it a daily grab for our 9-to-5s.",Lean Right,new-york-post,Conversational,1,1,8cdd4263-418f-4f78-9c74-5c3f5fb8da2e,c9530a9c-ca4b-4728-a9e2-a4b0e2aac35e
"Vapes (like other rechargeable devices) that wind up in the trash are a waste of lithium, a key battery mineral that the world is going to need a lot of to transition to cleaner energy and transportation.",Lean Left,the-verge,Health,1,1,cf2fbb36-7f4c-4ce8-b8fa-f2e267455de2,1f649dc6-a772-447e-8c1b-7262dab4fa23
"And that’s right, because those are the ones that he’s responsible for.",Left,current-affairs,Geopolitics,1,0,8efeca53-228e-4386-af9c-b5db616be40a,be52167a-abf6-48d0-8321-3830f1ef6866
"It makes sense for the pandemic, but for the numbers to continue dropping over the course of three years expands beyond COVID.",Left,alternet,Conversational,0,0,13c5caf8-0769-4806-818a-76eaa6901509,7163183d-aa75-4dc5-ab8d-2e2b615f4f59
We come back to the core of the whole thing with that.,Lean Right,christianity-today,Religion,0,0,1e706135-12a4-4c81-8481-989f6918ddec,562a1474-5488-400b-8958-d550700ae339
"Ah well, 18-year-old Hathaway manages to be adorable throughout, especially when talking to her cat or bouncing with frustration because her bestie, Lilly (Heather Matarazzo), doesn’t think monarchies are all that.",Lean Left,the-guardian,Entertainment,1,1,10eac78a-30df-4215-a63b-1b2d8f65ec21,d60c030a-b573-4d22-8e19-236fdca8bf96
"A moon-ruled sign, you often frame service as something you owe others, but do not deserve yourself, or lean on caregiving as an alternative to self-development.",Lean Right,new-york-post,Family,1,0,08fa4571-c91a-49e1-8f38-78075f479e91,88c0436d-9e4f-4323-88bb-73854f77281e
"What links the provinces is hotter than usual temperatures for this time of year and a prolonged period of drought, both of which raise wildfire risk and are getting worse in some places due to climate change.",Left,alternet,Environment,0,0,4cb585e5-d9c8-4ffb-a1e4-25a78058975f,c4ae4096-6c6e-4596-a335-ad1618e7d90e
"Her husband had a long, terrible bout with COVID-19 and recovered slowly after being hospitalized.",Center,deseret-news,Conversational,1,0,2d6aab4f-171f-4fd4-95b6-1d9c497a479a,a6b542f9-4fab-47f8-bb79-30a4eb85d3a5
"Then July 4 became the globe’s hottest day, albeit unofficially, according to the University of Maine’s Climate Reanalyzer.",Left,alternet,Environment,0,0,dee794e9-039d-4de6-91b3-65ba8f26a0b2,31a8397f-68fb-4bb7-9243-21d9f2157d52
"The Apple Lisa was not, by nearly any definition, a hit product.",Lean Left,the-verge,Technology,0,1,5177a28b-cf19-49a2-93a2-67082a27285c,75807dbb-82fb-4083-9c11-3b72cdaca92d
"You are supposed to help the poor, you are supposed to hate racism.",Lean Right,the-christian-post,Religion,1,0,f717b7ca-87e3-4e5f-8e9a-6ab278ed59aa,fcc0fcf7-ae2a-44b6-a572-3a184cd3009b
"In addition, Arizona faces the possibility of losing substantial amounts of Colorado River water when the federal government announces new action to combat low water levels in Lake Powell and Lake Mead.",Left,alternet,Environment,0,0,63702399-389b-460a-bb32-28cb50ea892f,541eccce-bc47-4611-b839-f51c339c6852
Terry wrote the melody on a keyboard - he was so talented.,Lean Left,the-guardian,Entertainment,1,0,7f8e1e51-d1e8-4f13-9a70-01d91cef8d30,39ece993-c7ca-4ada-8fb4-3b96d92509f7
"Dr. Kristen Lyerly, Obstetrician-Gynecologist: We didn't even know that germs cause disease in 1849.",Right,newsbusters,Politics,0,0,2789b717-065e-4b9f-9b8c-e6cdc1079213,21b398f8-8142-444f-8e06-b6eb91712d3b
"Still, for a project that’s aiming to upend global conceptions of identity and economics, escaping accusations of centralization will prove difficult.",Center,fortune,Conversational,1,1,48905ae5-5ab1-4f6e-94b9-9400cab1691f,ba3e13ea-59d4-46f5-ba9a-94d8efa9a2f9
"Matthew Horwood / Getty Images Banksy's work has taken him to Paris, New York and Bethlehem, where he opened the Walled Off Hotel in 2017, which directly faces the eight-metre-high concrete wall built by Israel to separate the Palestinian territories.",Left,alternet,Technology,0,0,a4cd58f5-059f-446c-bb75-afee805be13a,e16e3eb8-de9f-43c4-b2e9-79d136bb836b
"If we can’t agree that rape is wrong, then we have accepted the unacceptable.",Lean Right,hotair,Geopolitics,1,0,7471efc3-b70d-4ed8-95d5-d324edfd0a43,db037167-7a60-4c20-9968-60787ee971ad
"Plainly, they are not; sometimes you need to hear a psychic say something to realise it isn’t true.",Lean Left,the-guardian,Gastronomy,1,1,7f6363d8-746c-40f5-b76b-41a9d18758e4,a3c663a4-4bde-4688-b7ff-764edc6d063b
"Members of the student-led Muslim Student Association and Jewish Student Union at Millennium Brooklyn High School (MBHS) had both been deeply affected by the unfolding tragedies in Gaza and Israel, some having family members in both areas.",Center,christian-science-monitor,Conversational,0,0,381deb5f-b7e6-4054-9892-e82407c33ae9,89d7c33b-9535-4ff1-8499-3e8ad9c00ed6
"Home Opinion God wrecked me by what I saw in the Dominican Republic When my team at Compassion traveled to the Dominican Republic for a work trip, I expected to be moved by the work of the local church in the lives of kids and families in our program.",Lean Right,the-christian-post,Family,1,0,ec63d95c-7546-4bcd-9248-0bd47b279b43,19d5797e-b998-41db-897a-d0a51319a6b6
A part of me wishes that I’d be the wary privacy stalwart.,Lean Left,the-verge,Gadgets,1,1,fe5bb278-8129-49a2-90bb-b5289e6faf83,438df53d-0426-48e6-b348-51e757a637b7
"... Our pride[,] languages, cultures, joy & love are way more interesting & humanizing than showing the horrors white men inflicted on us.",Left,alternet,Entertainment,1,0,759614d5-1c00-4962-b38a-e8181da387df,24bcb5e2-f59c-46ba-948d-394edf64c15b
"While speaking in Maverick County, Texas, on Monday, he went further, saying his administration would authorize law enforcement to use deadly force against cartel operatives and migrants believed to be involved in illegal drug trafficking that break through the border wall.",Left,alternet,Politics,0,0,b7bc8b74-4c8f-4519-967f-ef4e3de921f3,ae3705cc-3a35-4b5b-899e-7aab559d8802
"In just a few moments, Henkoma will be alone with her in his father’s flat and he knows that, as soon as the door shuts behind them, a storm of violence will be upon him.",Lean Left,the-guardian,Security,1,1,6097c368-3494-427b-b861-62e0519e4ddb,296e6f7a-4abc-4189-9480-207b3fc5a576
"Lieutenant General Herzi Halevi, Chief of the Israel Defense Forces, on Tuesday said the IDF has encircled southern Gaza and its main city, Khan Younis, where multiple top officials have said Sinwar is hiding.",Right,newsmax,Geopolitics,0,0,9953e328-05c8-4e2f-918a-0d6062dba827,2ba73009-d22b-444b-aa3c-bd15b641406f
"The formal declaration of the water crisis arrived days after the Census Bureau released numbers showing that, even as the drought worsened over recent decades, hundreds of thousands more people have moved to the regions that depend on the Colorado.",Left,alternet,Environment,0,0,e560dc3d-f376-451d-999f-901b7395837c,410fc7e5-dd94-4530-8714-19f070415077
"You know, I’ve always been a messy person, but it’s always been functional.",Lean Left,cnn,Conversational,1,0,6c06831b-6c75-4ac3-abc3-599f68dc42ce,8de4fcf4-eeae-49f9-8ef6-b19b564968a4
"Say what you want about this colorful form of worship, it clearly comes from a place of selfless worship, not tedious self-indulgence.",Right,the-american-spectator,Religion,1,0,b003f7c9-f283-44ea-aedd-404b77db0194,94abbbb2-648d-4351-b48e-79bc1540f162
And can I just talk about how amazing you guys look?,Lean Left,vanity-fair,Entertainment,1,1,812ea212-6c82-4be6-9a21-2463738875a7,8cc50f16-516e-439e-9550-33c480641b3e
"In the Philippines, Japan is using public funds to help destroy our own Amazon of the oceans, Verde Island Passage, with LNG.",Lean Left,the-verge,Environment,1,0,f797311a-5cfc-4bf5-a760-a0e27d16810f,7bde9965-252d-4013-abd4-ed098d0a2ce5
